,created_at,text
278,Mon Apr 06 22:38:18 PDT 2009,whing   -PRON- client boss do not understand english well   rewrote some text unreadable   -PRON- s write by v   good writer review correctly
279,Mon Apr 06 22:38:20 PDT 2009,i do not want -PRON- to ever punch -PRON-
280,Mon Apr 06 22:38:20 PDT 2009,sooo sick of the snow   ughh
281,Mon Apr 06 22:38:20 PDT 2009,
282,Mon Apr 06 22:38:24 PDT 2009,-PRON- do not work -PRON- fan be upset
283,Mon Apr 06 22:38:26 PDT 2009,i would like to apologize for the repeat video game live related tweet   i be go to have a stern discussion with koodo soon   stern
284,Mon Apr 06 22:38:30 PDT 2009,but i can not figure out how to get there    back    pay for a hotel etc
285,Mon Apr 06 22:38:28 PDT 2009,fml   so much for seniority   bc of technological ineptness   i now have to   register   for class again
286,Mon Apr 06 22:38:32 PDT 2009,feel like -PRON- sleep the day away      not look forward to any more bout with -PRON- gallbladder    at least i have pill now for the pain
287,Mon Apr 06 22:38:37 PDT 2009,but what i really want be -PRON- old bass back
288,Mon Apr 06 22:38:39 PDT 2009,mad tired today     callin -PRON- in early tonight   nighty night twitta
289,Mon Apr 06 22:38:44 PDT 2009,take -PRON- easy   and be good to -PRON-
290,Mon Apr 06 22:40:15 PDT 2009,i m afraid i have bad code
291,Mon Apr 06 22:40:18 PDT 2009,think i m go to bed   goodniight   i hate this
292,Mon Apr 06 22:40:20 PDT 2009,i m here   friend   and i love -PRON-
293,Mon Apr 06 22:40:24 PDT 2009,all this time -PRON- do not notice i be go    just need db   be -PRON-
294,Mon Apr 06 22:40:24 PDT 2009,be in the bathroom and i have to pee
295,Mon Apr 06 22:40:26 PDT 2009,but i want a margarita too
296,Mon Apr 06 22:40:30 PDT 2009,yup night workout r the bad but unfortunetly -PRON- work schedule only allow -PRON- to go at night   -PRON- tough
297,Mon Apr 06 22:40:33 PDT 2009,just call hillsong again    -PRON- say -PRON- could not tell -PRON- where i be on the waiting list    i do not know if -PRON- s look so good
298,Mon Apr 06 22:40:36 PDT 2009,have   g of milky bar leave   and around     ml of coke
299,Mon Apr 06 22:40:38 PDT 2009,-PRON- stillllll have not arrive
300,Mon Apr 06 22:40:43 PDT 2009,mraow   i feel like dance   but first aschool want to rape -PRON- some more
301,Mon Apr 06 22:40:40 PDT 2009,ah   i bet -PRON- do i ve be like crave to play softball or basketball      but i have noo time
302,Mon Apr 06 22:40:48 PDT 2009,be terrify -PRON- accidentally delete a reference in -PRON- management assignment and hop -PRON- do not get in trouble when -PRON- get back
303,Mon Apr 06 22:41:07 PDT 2009,amazon s   plugin not work in -PRON- website    -PRON- need php      but -PRON- host provider have only php         very sad
304,Mon Apr 06 22:41:06 PDT 2009,argh   i be suuuper sleepy an hour ago   now i m wide awake    hope i do not stay up all night
305,Mon Apr 06 22:41:09 PDT 2009,i wish i be    sell out    if -PRON- have some time let -PRON- know   i would love to hear more about what -PRON- be up to
306,Mon Apr 06 22:41:15 PDT 2009,just watch tropic thunder   dread tomorrow
307,Mon Apr 06 22:41:16 PDT 2009,no    -PRON- s still miss n
308,Mon Apr 06 22:41:19 PDT 2009,
309,Mon Apr 06 22:41:20 PDT 2009,accord to -PRON- bro   -PRON- new puppy have a poo fight and be cover in poop    picture steal from -PRON-
310,Mon Apr 06 22:41:20 PDT 2009,play game at home   -PRON- new boss do not call -PRON- yet
311,Mon Apr 06 22:41:22 PDT 2009,su yin huen tweet i feel unbearable guilt   i make -PRON- staff cry
312,Mon Apr 06 22:41:25 PDT 2009,poor joshy be sick       those damn tejano
313,Mon Apr 06 22:41:27 PDT 2009,-PRON- thought be with sandra cantu s family at this difficult and sad time
314,Mon Apr 06 22:41:29 PDT 2009,i know   just want to let everybody know what be happen
315,Mon Apr 06 22:41:29 PDT 2009,michigan who    i do not know -PRON-                      sigh     shameful
316,Mon Apr 06 22:41:33 PDT 2009,i have to fill two hour
317,Mon Apr 06 22:41:36 PDT 2009,so cuuute   hey   i miss -PRON- na    -PRON- not the same not see -PRON- girl everyday
318,Mon Apr 06 22:41:52 PDT 2009,oh   do i mention -PRON-    gooooood moooorniiiiii    from germany   -PRON- be back in -PRON- cage     or good    -PRON- office
319,Mon Apr 06 22:41:51 PDT 2009,throat be close up and i have some string cheese   not a good idea
320,Mon Apr 06 22:41:54 PDT 2009,aww   sandra cantu be find dead in a suitcase   miss child story never seem to go good   poor family
321,Mon Apr 06 22:41:54 PDT 2009,wish i be home underneath -PRON- cover
322,Mon Apr 06 22:41:54 PDT 2009,walk home from school drain all -PRON- energy
323,Mon Apr 06 22:41:55 PDT 2009,i agree   the shapeshifting be a copout   i be so excited for angela s ep   i think -PRON- be this week    noah be awesome tho
324,Mon Apr 06 22:41:56 PDT 2009,dang   i would have do this if i know -PRON- be there early    any other outing plan
325,Mon Apr 06 22:41:57 PDT 2009,i wish i be good at write   -PRON- s take -PRON- so long to write this paper
326,Mon Apr 06 22:41:59 PDT 2009,and of course     i have access to -PRON- halo    mythic map pack re download    but bad news    not the legendary map pack     ugh       ms
327,Mon Apr 06 22:42:00 PDT 2009,not yet unfortunately   another few week i ve be tell   how be -PRON-   i ve be a little bit busy with -PRON- late project
328,Mon Apr 06 22:42:07 PDT 2009,ha the sun s already go
329,Mon Apr 06 22:42:06 PDT 2009,day     a lot hard than day     let s see how day    go tomorrow
330,Mon Apr 06 22:42:08 PDT 2009,-PRON- man crush jake peavy let -PRON- down    gayforpeavy
331,Mon Apr 06 22:42:10 PDT 2009,megafast trip   -PRON- have time during day tom wed   or   -PRON- go out tonight   want to see -PRON- bad   try to warn -PRON-   tech fail
332,Mon Apr 06 22:42:18 PDT 2009,michigan state -PRON- make -PRON- sad
333,Mon Apr 06 22:42:19 PDT 2009,omg   -PRON- mouth be in so much pain   i just wanna sleep untill -PRON- time to take -PRON- brace off
334,Mon Apr 06 22:42:22 PDT 2009,get annoy easily today       biofuel proposal   get annoy easily today       biof
335,Mon Apr 06 22:42:28 PDT 2009,hey girl   the site be back    girlyvue be back and -PRON- have even more video
336,Mon Apr 06 22:42:28 PDT 2009,i m spend time with -PRON- grandma early tomorrow and i can not leave skittle by -PRON-
337,Mon Apr 06 22:42:30 PDT 2009,just get home from watch michigan state get tromp
338,Mon Apr 06 22:42:30 PDT 2009,oh jew bus   two year worth of class   work be alot to organize      i m not finish tonight   -PRON- s not possible    -PRON- bone ache
339,Mon Apr 06 22:42:32 PDT 2009,no exchange for -PRON-   -PRON- laptop have not arrive
340,Mon Apr 06 22:42:37 PDT 2009,i hope this do not last too long    i feel miserable
341,Mon Apr 06 22:42:47 PDT 2009,rachel   hang outage be neccessary    i be go to be home this wekend but dumb folk make -PRON- work    so -PRON- be free f and sit until
342,Mon Apr 06 22:42:49 PDT 2009,not fun    furious   the new mantra for the bay    breaker   -PRON- be get    rambunctious the city overreact    clamp down
343,Mon Apr 06 22:42:51 PDT 2009,-PRON- hubby   for some reason   think -PRON- s more important -PRON- have a good spot for red carpet for the trek movie premiere   sod
344,Mon Apr 06 22:42:49 PDT 2009,i swear no matter how long i ve be get up at   be   -PRON- never get any easy   man -PRON- eye hurt wah
345,Mon Apr 06 22:42:56 PDT 2009,jeffree   how do -PRON- keep -PRON- hair one color   -PRON- permanent dye fade within the week
346,Mon Apr 06 22:42:59 PDT 2009,-PRON- reaction too   whoa   do not see that come
347,Mon Apr 06 22:43:06 PDT 2009,still sick   feel a bit good   get some new medicine      hope i feel good after a night of sleep   ohh   and -PRON- s suppose to snow   wtf
348,Mon Apr 06 22:43:12 PDT 2009,i think maybe -PRON- should get a couple more hour of sleep   hon   how productive can -PRON- be right now if ur dog tired   i worry
349,Mon Apr 06 22:43:15 PDT 2009,thank a lot   learn a lot of new word but do not find what i be look for
350,Mon Apr 06 22:43:17 PDT 2009,wish i have all the xblm download all on the gamertag   hitokyri    this    gamertag thing be nonsense     and i m tired of -PRON-
351,Mon Apr 06 22:43:18 PDT 2009,new testament test at       be
352,Mon Apr 06 22:43:23 PDT 2009,ton no hay troll   ahhhh
353,Mon Apr 06 22:43:22 PDT 2009,stupid movie -PRON- watch     mirror ugggggh     stooopeeed     rip off
354,Mon Apr 06 22:43:26 PDT 2009,i love -PRON-   buck
355,Mon Apr 06 22:43:29 PDT 2009,last one     but still not do
356,Mon Apr 06 22:43:31 PDT 2009,
357,Mon Apr 06 22:43:38 PDT 2009,i do not understand why thing get take away   i do not have enough time with -PRON- -PRON- unfair   i want -PRON- back    -PRON- be like -PRON- baby
358,Mon Apr 06 22:43:42 PDT 2009,scratch that   du in heif   two in a half   cookie   -PRON- tum just can not take anymore shoog   poot
359,Mon Apr 06 22:43:43 PDT 2009,i be just listen to the sweet for the first time in forever   i miss -PRON- so much   can -PRON- go to chi town for visit plz
360,Mon Apr 06 22:43:44 PDT 2009,geez what a busy afternoon   meeting   email   meeting and email and more meeting    pm and the day be still go   ah -PRON- dark and
361,Mon Apr 06 22:43:46 PDT 2009,dang     another spring break      how cool be that      too bad i have to work all week   oh well   more money for a phone    ttyl everbody
362,Mon Apr 06 22:43:48 PDT 2009,-PRON- be afraid too     ur reply about uni from age ago
363,Mon Apr 06 22:43:49 PDT 2009,
364,Mon Apr 06 22:43:54 PDT 2009,lol -PRON- be some emotional ass man    omg all this late night eat    both of -PRON- be broke
365,Mon Apr 06 22:44:34 PDT 2009,aww nick    i like -PRON- hair longer   why do -PRON- cut -PRON- off    break   -PRON-   heart
366,Mon Apr 06 22:44:48 PDT 2009,wonder if jon lose the net
367,Mon Apr 06 22:44:52 PDT 2009,wow   the most depressing thing in the world be lose a video that -PRON- ve create in a matter of second     fml
368,Mon Apr 06 22:44:57 PDT 2009,but all say not in stock
369,Mon Apr 06 22:45:05 PDT 2009,lmao -PRON- be sorry poohpot i eat -PRON- all
370,Mon Apr 06 22:45:08 PDT 2009,any chance   softbelly   for    be not loud
371,Mon Apr 06 22:45:10 PDT 2009,time to move -PRON- posterior   and lose some fat   -PRON- articulation be creak so no more run   but i    m drool for some swimming
372,Mon Apr 06 22:45:13 PDT 2009,listen to nathan cry
373,Mon Apr 06 22:45:22 PDT 2009,today suck   i m go to die without chris and callum    wahhh
374,Mon Apr 06 22:45:29 PDT 2009,stou site not update   no info about         exam   and open course   i must wait for mail notice and doc   um
375,Mon Apr 06 22:45:31 PDT 2009,i m sorry   i m feel kinda yucky -PRON-    be be go to come too quick
376,Mon Apr 06 22:45:33 PDT 2009,be in love with scrappy and be missin -PRON- already
377,Mon Apr 06 22:45:37 PDT 2009,want to hear    s song but myspace be mess with -PRON-
378,Mon Apr 06 22:45:40 PDT 2009,bad news be dad have cancer and be die    good news new business start and   i be now a life coach practise holistic weight management
379,Mon Apr 06 22:45:44 PDT 2009,man     intervention be soo sad
380,Mon Apr 06 22:45:46 PDT 2009,help   i need a new boyfriend     i m stuck in a rut
381,Mon Apr 06 22:45:47 PDT 2009,i feel like a complete idiot   i m the only one who do not get how this shit work   help -PRON-
382,Mon Apr 06 22:45:51 PDT 2009,see an ad on craigslist for a cast call for a female host on g    i be totally psych   but realize -PRON- be a hoax
383,Mon Apr 06 22:45:53 PDT 2009,pepperoni roll in l a     i call valentino s    -PRON- say that -PRON- have sausage roll but no pepperoni roll
384,Mon Apr 06 22:45:54 PDT 2009,yes   -PRON- will be   -PRON- s only monday
385,Mon Apr 06 22:46:14 PDT 2009,i want the new gg episode already
386,Mon Apr 06 22:46:16 PDT 2009,i miss watch rocko s modern life
387,Mon Apr 06 22:46:20 PDT 2009,rip sandra     -PRON- so sad     how can someone do something like that
388,Mon Apr 06 22:46:24 PDT 2009,keep -PRON- finger cross for -PRON- buddy     -PRON- be not feel well
389,Mon Apr 06 22:46:22 PDT 2009,wait should i eat    or be skinny for vegas    i m hungry
390,Mon Apr 06 22:46:24 PDT 2009,i try tweetdeck once and i hat -PRON- with a passion   or -PRON- hat -PRON-   i m not sure
391,Mon Apr 06 22:46:27 PDT 2009,btw -PRON- iphone be act funny   die quickly and freezing and bs    i m not admit anything   just sayin
392,Mon Apr 06 22:46:32 PDT 2009,sit here wonder why   ed   still have such a strong hold on -PRON-
393,Mon Apr 06 22:46:36 PDT 2009,-PRON- be sorry i get -PRON- sick    lol   go to bed too   night
394,Mon Apr 06 22:46:40 PDT 2009,no internet at home   have to drive into ox to use internet because of builder
395,Mon Apr 06 22:46:44 PDT 2009,the weather in canada be freeze
396,Mon Apr 06 22:46:48 PDT 2009,twiggassssssss i be out of range all day   i m back now and hopefully for good
397,Mon Apr 06 22:46:53 PDT 2009,
398,Mon Apr 06 22:46:55 PDT 2009,anyone who read this pray for -PRON- grandma   -PRON- s in pain
399,Mon Apr 06 22:46:57 PDT 2009,wake up and be have an accident     -PRON- s push   -PRON- s push    -PRON- be cry because -PRON- could not stop from wet -PRON- pant
400,Mon Apr 06 22:47:05 PDT 2009,home from franklin street   i almost jump over a fire   someone kick -PRON- before i could    jenny lose -PRON- shoe
401,Mon Apr 06 22:47:22 PDT 2009,hey   -PRON- just change -PRON- default
402,Mon Apr 06 22:47:21 PDT 2009,finally give in and be bore enough to stathis thing   i think the      be go to be a problem for -PRON- tho    -PRON- like a myspace status
403,Mon Apr 06 22:47:28 PDT 2009,if oooonly -PRON- be really so lucky   eh   and awh   definitely too early for work
404,Mon Apr 06 22:47:32 PDT 2009,
405,Mon Apr 06 22:47:40 PDT 2009,need another copy of visual studio
406,Mon Apr 06 22:47:41 PDT 2009,why to -PRON-   the only school in the world   be in this week -PRON- school be silly   anyway     look on the bright side   when i m off   u will be in
407,Mon Apr 06 22:47:56 PDT 2009,omg i ve an economic test   and i do not know all the thing i have to know and omg -PRON- be go to fail
408,Mon Apr 06 22:47:58 PDT 2009,once upon a time hundred island be the pride of philippine tourism   but coral clam rare fish poach do -PRON- in   kinda sad
409,Mon Apr 06 22:48:00 PDT 2009,yeah   apparently i have really bad taste
410,Mon Apr 06 22:48:00 PDT 2009,i know   i be really surprised since everyone recommend -PRON- on youtube    i have to call -PRON- tomorrow and figure -PRON- all out
411,Mon Apr 06 22:48:02 PDT 2009,wait at the airpofor -PRON- ride while i get harass by    man try to sell -PRON- ugly hat    why -PRON-     i just want to sleep
412,Mon Apr 06 22:48:02 PDT 2009,i leave -PRON- id at the location and now i can not go out to bar   fuckkkkkkkkkkkkk
413,Mon Apr 06 22:48:03 PDT 2009,i m sorry i do not understand -PRON- last comment
414,Mon Apr 06 22:48:04 PDT 2009,when be the announcement   i stay up late last night
415,Mon Apr 06 22:48:08 PDT 2009,this be strange   illegal torrent avlbl everywhere   legal dvd not in stock   what do i do now
416,Mon Apr 06 22:48:10 PDT 2009,-PRON- not enough to say that imiss u
417,Mon Apr 06 22:48:13 PDT 2009,this trolley have up pack in like sardine   padre game and -PRON- remove a car    good call mts
418,Mon Apr 06 22:48:14 PDT 2009,jeez   i be just try to help   haha
419,Mon Apr 06 22:48:17 PDT 2009,that happen to -PRON- saturday night   along with -PRON- glittery green light
420,Mon Apr 06 22:48:19 PDT 2009,try to reduce the number of cigarette in each day
421,Mon Apr 06 22:48:23 PDT 2009,yea -PRON- be so quiet around here cuz everyone have to work -PRON- be bored to death with nobody to talk to
422,Mon Apr 06 22:48:32 PDT 2009,get to do -PRON- cooking assignment   -PRON- too hard
423,Mon Apr 06 22:48:32 PDT 2009,okay   about the applepear   i ve talk to a few people and -PRON- ve all have -PRON- before   no one ever tell -PRON-   never
424,Mon Apr 06 22:48:34 PDT 2009,i know    i m a night owl by nature   hahaha be i a time zone behind -PRON-   -PRON- s almost    here
425,Mon Apr 06 22:48:35 PDT 2009,lol    nope   but i do have complete   camerafail
426,Mon Apr 06 22:48:37 PDT 2009,but   i m useless if i do not sleep   -PRON- s not fair   i want all the fun as well
427,Mon Apr 06 22:48:38 PDT 2009,-PRON- pookie have a uti    i have to be nurse gabbie and get -PRON- back to          no more soda
